Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-909733,Interferon alpha/beta signaling,,-14,22,16,28160,70,238,13,5.5,1.5,684|2537|3430|3433|3434|3437|4599|4600|4938|4940|9636|11274|91543,BST2|IFI6|IFI35|IFIT2|IFIT1|IFIT3|MX1|MX2|OAS1|OAS3|ISG15|USP18|RSAD2,-10
MyList,Reactome Gene Sets,6,R-HSA-913531,Interferon Signaling,,-13,11,13,28160,199,238,18,7.6,1.7,684|2537|2635|3430|3433|3434|3437|4599|4600|4938|4940|9636|10346|10475|11274|23586|51191|91543,BST2|IFI6|GBP3|IFI35|IFIT2|IFIT1|IFIT3|MX1|MX2|OAS1|OAS3|ISG15|TRIM22|TRIM38|USP18|DDX58|HERC5|RSAD2,-9.8
MyList,GO Biological Processes,19,GO:0009615,response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-13,7.4,11,28160,369,238,23,9.7,1.9,684|2268|2537|2635|3433|3434|3437|3600|4599|4600|4938|4940|6352|6375|9636|10346|23586|30009|51191|79132|81622|91543|255520,BST2|FGR|IFI6|GBP3|IFIT2|IFIT1|IFIT3|IL15|MX1|MX2|OAS1|OAS3|CCL5|XCL1|ISG15|TRIM22|DDX58|TBX21|HERC5|DHX58|UNC93B1|RSAD2|ELMOD2,-9.8
MyList,Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-12,5,9.9,28160,715,238,30,13,2.2,684|944|1154|2309|2537|2635|3430|3433|3434|3437|3600|4599|4600|4938|4940|6285|6352|6850|7132|8742|8767|8835|9636|10346|10475|11274|23586|51191|51231|91543,BST2|TNFSF8|CISH|FOXO3|IFI6|GBP3|IFI35|IFIT2|IFIT1|IFIT3|IL15|MX1|MX2|OAS1|OAS3|S100B|CCL5|SYK|TNFRSF1A|TNFSF12|RIPK2|SOCS2|ISG15|TRIM22|TRIM38|USP18|DDX58|HERC5|VRK3|RSAD2,-9.1
MyList,GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-12,7.6,11,28160,327,238,21,8.8,1.8,2|2268|3430|3434|3600|3822|4938|4940|6352|6850|7305|8767|9636|11274|23586|51191|79132|117157|149628|255520|100528032,A2M|FGR|IFI35|IFIT1|IL15|KLRC2|OAS1|OAS3|CCL5|SYK|TYROBP|RIPK2|ISG15|USP18|DDX58|HERC5|DHX58|SH2D1B|PYHIN1|ELMOD2|KLRC4-KLRK1,-9.1
MyList,GO Biological Processes,19,GO:0051607,defense response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12,8.4,11,28160,267,238,19,8,1.8,684|2537|2635|3433|3434|3437|3600|4599|4600|4938|4940|9636|10346|23586|51191|79132|81622|91543|255520,BST2|IFI6|GBP3|IFIT2|IFIT1|IFIT3|IL15|MX1|MX2|OAS1|OAS3|ISG15|TRIM22|DDX58|HERC5|DHX58|UNC93B1|RSAD2|ELMOD2,-8.8
MyList,GO Biological Processes,19,GO:0140546,defense response to symbiont,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12,8.4,11,28160,267,238,19,8,1.8,684|2537|2635|3433|3434|3437|3600|4599|4600|4938|4940|9636|10346|23586|51191|79132|81622|91543|255520,BST2|IFI6|GBP3|IFIT2|IFIT1|IFIT3|IL15|MX1|MX2|OAS1|OAS3|ISG15|TRIM22|DDX58|HERC5|DHX58|UNC93B1|RSAD2|ELMOD2,-8.8
MyList,GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9.2,8.1,9.8,28160,218,238,15,6.3,1.6,2|2268|3430|3822|4938|4940|6352|6850|7305|9636|11274|79132|117157|149628|100528032,A2M|FGR|IFI35|KLRC2|OAS1|OAS3|CCL5|SYK|TYROBP|ISG15|USP18|DHX58|SH2D1B|PYHIN1|KLRC4-KLRK1,-6.5
MyList,GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-9.1,4.5,8.3,28160,625,238,24,10,2,2|2268|3430|3434|3600|3822|4938|4940|6352|6375|6850|7132|7305|7538|8767|9636|11274|23586|51191|79132|117157|149628|255520|100528032,A2M|FGR|IFI35|IFIT1|IL15|KLRC2|OAS1|OAS3|CCL5|XCL1|SYK|TNFRSF1A|TYROBP|ZFP36|RIPK2|ISG15|USP18|DDX58|HERC5|DHX58|SH2D1B|PYHIN1|ELMOD2|KLRC4-KLRK1,-6.4
MyList,GO Biological Processes,19,GO:0048525,negative regulation of viral process,19_GO:0016032 viral process,-8.2,13,11,28160,92,238,10,4.2,1.3,684|3434|4061|4599|4938|4940|6352|7538|9636|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|CCL5|ZFP36|ISG15|RSAD2,-5.6
MyList,GO Biological Processes,19,GO:0050792,regulation of viral process,19_GO:0016032 viral process,-7.8,8.7,9.1,28160,164,238,12,5,1.4,684|3434|4061|4599|4938|4940|6352|7538|9636|10346|10475|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|CCL5|ZFP36|ISG15|TRIM22|TRIM38|RSAD2,-5.2
MyList,GO Biological Processes,19,GO:0045071,negative regulation of viral genome replication,19_GO:0016032 viral process,-7.6,17,11,28160,56,238,8,3.4,1.2,684|3434|4599|4938|4940|6352|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|CCL5|ISG15|RSAD2,-5.1
MyList,GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-7.6,4.3,7.4,28160,576,238,21,8.8,1.8,2|719|1240|2207|2268|3430|3600|3822|6352|6375|6850|7305|7462|8398|8767|30009|91543|117157|149628|100423062|100528032,A2M|C3AR1|CMKLR1|FCER1G|FGR|IFI35|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|LAT2|PLA2G6|RIPK2|TBX21|RSAD2|SH2D1B|PYHIN1|IGLL5|KLRC4-KLRK1,-5.1
MyList,GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-7.6,4.8,7.6,28160,472,238,19,8,1.8,719|1240|2207|2268|3430|3822|4938|4940|6850|7305|7462|8398|8767|23586|56927|79132|81622|91543|100423062,C3AR1|CMKLR1|FCER1G|FGR|IFI35|KLRC2|OAS1|OAS3|SYK|TYROBP|LAT2|PLA2G6|RIPK2|DDX58|GPR108|DHX58|UNC93B1|RSAD2|IGLL5,-5.1
MyList,Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-7.6,13,10,28160,80,238,9,3.8,1.2,3434|4599|4600|4938|4940|9636|11274|23586|51191,IFIT1|MX1|MX2|OAS1|OAS3|ISG15|USP18|DDX58|HERC5,-5.1
MyList,GO Biological Processes,19,GO:0002252,immune effector process,19_GO:0002376 immune system process,-7.3,4,7.1,28160,656,238,22,9.2,1.9,2|684|2207|2268|3430|3811|3822|4063|5729|6375|6850|7305|7462|8398|8767|23586|30009|79132|91543|117157|100423062|100528032,A2M|BST2|FCER1G|FGR|IFI35|KIR3DL1|KLRC2|LY9|PTGDR|XCL1|SYK|TYROBP|LAT2|PLA2G6|RIPK2|DDX58|TBX21|DHX58|RSAD2|SH2D1B|IGLL5|KLRC4-KLRK1,-4.9
MyList,GO Biological Processes,19,GO:1903900,regulation of viral life cycle,19_GO:0016032 viral process,-7.2,8.8,8.8,28160,148,238,11,4.6,1.4,684|3434|4061|4599|4938|4940|6352|9636|10346|10475|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|CCL5|ISG15|TRIM22|TRIM38|RSAD2,-4.9
MyList,GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-6.8,4.7,7.1,28160,427,238,17,7.1,1.7,659|719|1240|3430|3579|3600|3822|6352|6375|6850|7132|7305|8767|79132|117157|149628|100528032,BMPR2|C3AR1|CMKLR1|IFI35|CXCR2|IL15|KLRC2|CCL5|XCL1|SYK|TNFRSF1A|TYROBP|RIPK2|DHX58|SH2D1B|PYHIN1|KLRC4-KLRK1,-4.5
MyList,KEGG Pathway,24,ko04650,Natural killer cell mediated cytotoxicity,,-6.7,8.9,8.4,28160,133,238,10,4.2,1.3,2207|3804|3811|3812|3822|3823|6850|7305|117157|100528032,FCER1G|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|SYK|TYROBP|SH2D1B|KLRC4-KLRK1,-4.5
MyList,KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity ,,-6.7,8.9,8.4,28160,133,238,10,4.2,1.3,2207|3804|3811|3812|3822|3823|6850|7305|117157|100528032,FCER1G|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|SYK|TYROBP|SH2D1B|KLRC4-KLRK1,-4.5
MyList,GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-6.3,4.3,6.7,28160,467,238,17,7.1,1.7,719|1649|2207|2268|3600|4063|4938|4940|6375|6850|7305|8767|9636|23586|79132|91543|149628,C3AR1|DDIT3|FCER1G|FGR|IL15|LY9|OAS1|OAS3|XCL1|SYK|TYROBP|RIPK2|ISG15|DDX58|DHX58|RSAD2|PYHIN1,-4.1
MyList,GO Biological Processes,19,GO:0032481,positive regulation of type I interferon production,19_GO:0048518 positive regulation of biological process,-6.2,14,9.3,28160,58,238,7,2.9,1.1,4938|4940|6850|8767|9636|23586|79132,OAS1|OAS3|SYK|RIPK2|ISG15|DDX58|DHX58,-4.1
MyList,GO Biological Processes,19,GO:0045069,regulation of viral genome replication,19_GO:0016032 viral process,-6.2,11,8.6,28160,85,238,8,3.4,1.2,684|3434|4599|4938|4940|6352|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|CCL5|ISG15|RSAD2,-4.1
MyList,GO Biological Processes,19,GO:0042119,neutrophil activation,19_GO:0002376 immune system process,-6.1,19,10,28160,38,238,6,2.5,1,2207|3579|3600|6352|6850|7305,FCER1G|CXCR2|IL15|CCL5|SYK|TYROBP,-4
