Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,Reactome Gene Sets,6,R-HSA-909733,Interferon alpha/beta signaling,,-18,64,27,28160,70,76,12,16,4.2,684|2537|3430|3433|3434|3437|4599|4938|4940|9636|11274|91543,BST2|IFI6|IFI35|IFIT2|IFIT1|IFIT3|MX1|OAS1|OAS3|ISG15|USP18|RSAD2,-15
MyList,Reactome Gene Sets,6,R-HSA-913531,Interferon Signaling,,-17,28,20,28160,199,76,15,20,4.6,684|2537|3430|3433|3434|3437|4502|4599|4938|4940|9636|11274|51127|53840|91543,BST2|IFI6|IFI35|IFIT2|IFIT1|IFIT3|MT2A|MX1|OAS1|OAS3|ISG15|USP18|TRIM17|TRIM34|RSAD2,-14
MyList,GO Biological Processes,19,GO:0051607,defense response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-15,21,17,28160,267,76,15,20,4.6,684|958|2537|3433|3434|3437|3600|4599|4938|4940|9636|53840|64108|81622|91543,BST2|CD40|IFI6|IFIT2|IFIT1|IFIT3|IL15|MX1|OAS1|OAS3|ISG15|TRIM34|RTP4|UNC93B1|RSAD2,-12
MyList,GO Biological Processes,19,GO:0140546,defense response to symbiont,19_GO:0044419 biological process involved in interspecies interaction between organisms,-15,21,17,28160,267,76,15,20,4.6,684|958|2537|3433|3434|3437|3600|4599|4938|4940|9636|53840|64108|81622|91543,BST2|CD40|IFI6|IFIT2|IFIT1|IFIT3|IL15|MX1|OAS1|OAS3|ISG15|TRIM34|RTP4|UNC93B1|RSAD2,-12
MyList,GO Biological Processes,19,GO:0009615,response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-15,16,15,28160,369,76,16,21,4.7,684|958|2537|3433|3434|3437|3600|4599|4938|4940|6375|9636|53840|64108|81622|91543,BST2|CD40|IFI6|IFIT2|IFIT1|IFIT3|IL15|MX1|OAS1|OAS3|XCL1|ISG15|TRIM34|RTP4|UNC93B1|RSAD2,-11
MyList,Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-12,9.3,12,28160,715,76,18,24,4.9,684|958|2537|3430|3433|3434|3437|3600|4502|4599|4938|4940|6850|9636|11274|51127|53840|91543,BST2|CD40|IFI6|IFI35|IFIT2|IFIT1|IFIT3|IL15|MT2A|MX1|OAS1|OAS3|SYK|ISG15|USP18|TRIM17|TRIM34|RSAD2,-9.3
MyList,GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-11,8.2,11,28160,771,76,17,22,4.8,684|857|958|2064|2207|2281|3600|3822|6375|6850|7305|7462|8379|11314|22914|51744|91543,BST2|CAV1|CD40|ERBB2|FCER1G|FKBP1B|IL15|KLRC2|XCL1|SYK|TYROBP|LAT2|MAD1L1|CD300A|KLRK1|CD244|RSAD2,-7.8
MyList,GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-10,14,12,28160,327,76,12,16,4.2,3430|3434|3600|3822|4938|4940|6850|7305|9636|11274|22914|117157,IFI35|IFIT1|IL15|KLRC2|OAS1|OAS3|SYK|TYROBP|ISG15|USP18|KLRK1|SH2D1B,-7.3
MyList,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-9.8,11,11,28160,433,76,13,17,4.3,684|968|2064|4938|4940|6375|6850|7305|8379|9636|11274|11314|22914,BST2|CD68|ERBB2|OAS1|OAS3|XCL1|SYK|TYROBP|MAD1L1|ISG15|USP18|CD300A|KLRK1,-7
MyList,GO Biological Processes,19,GO:0045071,negative regulation of viral genome replication,19_GO:0016032 viral process,-9.8,46,18,28160,56,76,7,9.2,3.3,684|3434|4599|4938|4940|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|ISG15|RSAD2,-7
MyList,GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9.4,17,12,28160,218,76,10,13,3.9,3430|3822|4938|4940|6850|7305|9636|11274|22914|117157,IFI35|KLRC2|OAS1|OAS3|SYK|TYROBP|ISG15|USP18|KLRK1|SH2D1B,-6.6
