Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
8352,3.0,1,1,1
55352,3.0,1,1,1
8350,3.0,1,1,1
4602,3.0,1,1,1
8332,3.0,1,1,1
2966,3.0,1,1,1
1191,3.0,1,1,1
3017,3.0,1,1,1
79796,3.0,1,1,1
23098,2.0,1,1,0
445328,2.0,1,0,1
548644,2.0,1,0,1
84899,2.0,1,1,0
79366,2.0,1,0,1
10398,2.0,1,1,0
9820,2.0,1,0,1
54836,2.0,1,0,1
57332,2.0,1,0,1
83853,2.0,1,0,1
9290,2.0,1,1,0
26984,2.0,1,0,1
252983,2.0,1,0,1
25862,2.0,1,0,1
1768,2.0,1,0,1
25880,2.0,1,0,1
100131827,2.0,1,0,1
197335,2.0,1,0,1
200424,2.0,1,1,0
53340,2.0,1,0,1
79956,2.0,1,0,1
54504,2.0,1,0,1
54715,2.0,1,1,0
6182,2.0,1,0,1
20,2.0,1,1,0
634,2.0,1,1,0
8111,2.0,1,1,0
157,2.0,1,0,1
23603,2.0,1,0,1
25776,2.0,1,0,1
100528064,2.0,1,0,1
6253,2.0,1,1,0
129642,2.0,1,0,1
79661,2.0,1,1,0
326,2.0,1,0,1
389337,2.0,1,0,1
3849,2.0,1,0,1
115727,2.0,1,0,1
286053,2.0,1,0,1
4665,2.0,1,0,1
6314,2.0,1,0,1
9315,2.0,1,1,0
2176,2.0,1,0,1
3995,2.0,1,0,1
7041,2.0,1,0,1
6676,2.0,1,0,1
284325,2.0,1,0,1
84872,2.0,1,0,1
79363,2.0,1,0,1
9254,2.0,1,0,1
200035,2.0,1,1,0
23333,2.0,1,1,0
84803,2.0,1,0,1
11269,2.0,1,0,1
137392,2.0,1,0,1
2178,2.0,1,0,1
100506084,2.0,1,0,1
1857,2.0,1,0,1
84733,2.0,1,0,1
84787,2.0,1,1,0
387082,2.0,1,0,1
5193,2.0,1,0,1
463,2.0,1,0,1
5091,2.0,1,0,1
23221,2.0,1,0,1
642489,2.0,1,0,1
3856,2.0,1,0,1
51440,2.0,1,0,1
23594,1.0,1,0,0
9424,1.0,1,0,0
135152,1.0,1,0,0
642946,1.0,1,0,0
1186,1.0,1,0,0
23245,1.0,1,0,0
2838,1.0,1,0,0
79659,1.0,1,0,0
29104,1.0,1,0,0
55345,1.0,1,0,0
283663,1.0,1,0,0
401647,1.0,1,0,0
7516,1.0,1,0,0
80313,1.0,1,0,0
23464,1.0,1,0,0
440068,1.0,1,0,0
92922,1.0,1,0,0
100288142,1.0,1,0,0
100128890,1.0,1,0,0
25861,1.0,1,0,0
25902,1.0,1,0,0
100533182,1.0,1,0,0
54995,1.0,1,0,0
114876,1.0,1,0,0
109729135,1.0,1,0,0
2302,1.0,1,0,0
90835,1.0,1,0,0
9139,1.0,1,0,0
8784,1.0,1,0,0
170958,1.0,1,0,0
23420,1.0,1,0,0
7272,1.0,1,0,0
282679,1.0,1,0,0
339210,1.0,1,0,0
29993,1.0,1,0,0
283587,1.0,1,0,0
131583,1.0,1,0,0
22889,1.0,1,0,0
4756,1.0,1,0,0
79411,1.0,1,0,0
2529,1.0,1,0,0
4900,1.0,1,0,0
84976,1.0,1,0,0
374899,1.0,1,0,0
619208,1.0,1,0,0
30837,1.0,1,0,0
100128822,1.0,1,0,0
283876,1.0,1,0,0
10485,1.0,1,0,0
23600,1.0,1,0,0
101060498,1.0,1,0,0
128178,1.0,1,0,0
203286,1.0,1,0,0
414,1.0,1,0,0
9673,1.0,1,0,0
23053,1.0,1,0,0
55295,1.0,1,0,0
84765,1.0,1,0,0
285315,1.0,1,0,0
9429,1.0,1,0,0
92806,1.0,1,0,0
104355426,1.0,1,0,0
2651,1.0,1,0,0
644890,1.0,1,0,0
9455,1.0,1,0,0
4794,1.0,1,0,0
166815,1.0,1,0,0
163087,1.0,1,0,0
94097,1.0,1,0,0
202051,1.0,1,0,0
284252,1.0,1,0,0
115950,1.0,1,0,0
100289388,1.0,1,0,0
414189,1.0,1,0,0
9399,1.0,1,0,0
84342,1.0,1,0,0
339327,1.0,1,0,0
80746,1.0,1,0,0
54982,1.0,1,0,0
90506,1.0,1,0,0
114044,1.0,1,0,0
4684,1.0,1,0,0
55353,1.0,1,0,0
441501,1.0,1,0,0
144608,1.0,1,0,0
91869,1.0,1,0,0
347454,1.0,1,0,0
100129858,1.0,1,0,0
7006,1.0,1,0,0
284349,1.0,1,0,0
102724246,1.0,1,0,0
79815,1.0,1,0,0
10559,1.0,1,0,0
