Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
2207,3.0,1,1,1
6773,3.0,1,1,1
2841,3.0,1,1,1
54739,3.0,1,1,1
3433,3.0,1,1,1
10581,3.0,1,1,1
3663,3.0,1,1,1
9636,3.0,1,1,1
8638,3.0,1,1,1
3315,3.0,1,1,1
24138,3.0,1,1,1
79132,3.0,1,1,1
3823,3.0,1,1,1
11277,3.0,1,1,1
5610,3.0,1,1,1
5359,3.0,1,1,1
6375,3.0,1,1,1
117157,3.0,1,1,1
94235,3.0,1,1,1
55353,3.0,1,1,1
57804,3.0,1,1,1
3965,3.0,1,1,1
4050,3.0,1,1,1
91543,3.0,1,1,1
2838,3.0,1,1,1
8519,3.0,1,1,1
2770,3.0,1,1,1
8644,3.0,1,1,1
22914,3.0,1,1,1
3437,3.0,1,1,1
134145,3.0,1,1,1
3684,3.0,1,1,1
6785,3.0,1,1,1
2,3.0,1,1,1
51744,3.0,1,1,1
51510,3.0,1,1,1
27090,3.0,1,1,1
1460,3.0,1,1,1
8807,3.0,1,1,1
7006,3.0,1,1,1
6303,3.0,1,1,1
4599,3.0,1,1,1
8742,3.0,1,1,1
729230,3.0,1,1,1
257144,3.0,1,1,1
9638,3.0,1,1,1
51079,3.0,1,1,1
3430,3.0,1,1,1
10410,3.0,1,1,1
10516,3.0,1,1,1
7462,3.0,1,1,1
11274,3.0,1,1,1
1026,3.0,1,1,1
140735,3.0,1,1,1
5336,3.0,1,1,1
4938,3.0,1,1,1
10379,3.0,1,1,1
56912,3.0,1,1,1
2517,3.0,1,1,1
3434,3.0,1,1,1
79840,3.0,1,1,1
2791,3.0,1,1,1
4734,3.0,1,1,1
131450,3.0,1,1,1
3822,3.0,1,1,1
2934,3.0,1,1,1
4258,3.0,1,1,1
3811,3.0,1,1,1
5729,3.0,1,1,1
90379,3.0,1,1,1
684,3.0,1,1,1
597,3.0,1,1,1
5730,3.0,1,1,1
6483,3.0,1,1,1
950,3.0,1,1,1
27074,3.0,1,1,1
2537,3.0,1,1,1
56339,3.0,1,1,1
81030,3.0,1,1,1
2793,3.0,1,1,1
51191,3.0,1,1,1
4061,3.0,1,1,1
5605,3.0,1,1,1
10346,3.0,1,1,1
51131,3.0,1,1,1
4049,3.0,1,1,1
5473,3.0,1,1,1
3812,3.0,1,1,1
9111,3.0,1,1,1
3669,3.0,1,1,1
10437,3.0,1,1,1
118788,3.0,1,1,1
81622,3.0,1,1,1
5983,3.0,1,1,1
1191,3.0,1,1,1
3804,3.0,1,1,1
51728,3.0,1,1,1
9246,3.0,1,1,1
326,3.0,1,1,1
6850,3.0,1,1,1
6993,3.0,1,1,1
4940,3.0,1,1,1
9742,3.0,1,1,1
7305,3.0,1,1,1
10535,3.0,1,1,1
2650,3.0,1,1,1
27306,3.0,1,1,1
6846,3.0,1,1,1
91869,3.0,1,1,1
7518,3.0,1,1,1
4502,3.0,1,1,1
4600,3.0,1,1,1
3665,3.0,1,1,1
26472,2.0,1,0,1
55534,2.0,1,0,1
128178,2.0,1,1,0
84306,2.0,1,0,1
56935,2.0,1,0,1
28395,2.0,1,1,0
1471,2.0,1,0,1
9022,2.0,1,0,1
162966,2.0,1,0,1
55603,2.0,1,0,1
25843,2.0,1,0,1
100129842,2.0,1,0,1
28452,2.0,1,1,0
199704,2.0,1,0,1
3384,2.0,1,0,1
54622,2.0,1,0,1
28420,2.0,1,1,0
51373,2.0,1,0,1
57531,2.0,1,0,1
84920,2.0,1,1,0
1052,2.0,1,0,1
157567,2.0,1,0,1
140691,2.0,1,0,1
11267,2.0,1,1,0
28473,2.0,1,1,0
79366,2.0,1,0,1
81554,2.0,1,0,1
85441,2.0,1,0,1
3848,2.0,1,0,1
163087,2.0,1,0,1
4090,2.0,1,0,1
252983,2.0,1,0,1
28412,2.0,1,1,0
8464,2.0,1,0,1
160897,2.0,1,0,1
8793,2.0,1,1,0
11116,2.0,1,0,1
53938,2.0,1,0,1
4085,2.0,1,0,1
23382,2.0,1,0,1
114769,2.0,1,1,0
3507,2.0,1,1,0
23600,2.0,1,0,1
3092,2.0,1,0,1
10398,2.0,1,0,1
26984,2.0,1,0,1
3490,2.0,1,0,1
57282,2.0,1,0,1
55871,2.0,1,0,1
1891,2.0,1,0,1
28985,2.0,1,0,1
1857,2.0,1,0,1
6925,2.0,1,0,1
54964,2.0,1,0,1
28394,2.0,1,1,0
5860,2.0,1,0,1
91351,2.0,1,0,1
51030,2.0,1,0,1
3849,2.0,1,0,1
388588,2.0,1,0,1
3399,2.0,1,0,1
8971,2.0,1,0,1
5893,2.0,1,0,1
26010,2.0,1,0,1
548644,2.0,1,0,1
51348,2.0,1,0,1
28444,2.0,1,1,0
10081,2.0,1,0,1
2966,2.0,1,0,1
8818,2.0,1,1,0
79661,2.0,1,1,0
219790,2.0,1,1,0
121268,2.0,1,0,1
55257,2.0,1,0,1
4636,2.0,1,0,1
93323,2.0,1,0,1
9278,2.0,1,0,1
51188,2.0,1,0,1
57178,2.0,1,0,1
5683,2.0,1,0,1
51246,2.0,1,0,1
51056,2.0,1,0,1
254225,2.0,1,0,1
10578,2.0,1,1,0
8379,2.0,1,0,1
124944,2.0,1,0,1
1677,2.0,1,0,1
10793,2.0,1,0,1
9025,2.0,1,0,1
10263,2.0,1,0,1
10964,2.0,1,1,0
79796,2.0,1,1,0
152926,2.0,1,0,1
440400,2.0,1,0,1
10385,2.0,1,0,1
10577,2.0,1,0,1
54995,2.0,1,0,1
1163,2.0,1,0,1
257101,2.0,1,1,0
6320,2.0,1,0,1
1,2.0,1,0,1
6502,2.0,1,0,1
84223,2.0,1,0,1
3512,2.0,1,0,1
10668,2.0,1,0,1
11251,2.0,1,0,1
4509,2.0,1,0,1
28977,2.0,1,0,1
23421,2.0,1,0,1
114876,2.0,1,0,1
3628,2.0,1,0,1
57476,2.0,1,0,1
9363,2.0,1,0,1
8334,2.0,1,0,1
84324,2.0,1,0,1
2529,2.0,1,1,0
55166,2.0,1,0,1
2848,2.0,1,0,1
80025,2.0,1,0,1
55300,2.0,1,0,1
22897,2.0,1,0,1
57463,2.0,1,0,1
4603,2.0,1,0,1
57143,2.0,1,0,1
445815,2.0,1,0,1
8269,2.0,1,0,1
10436,2.0,1,0,1
79159,2.0,1,0,1
6607,2.0,1,0,1
11080,2.0,1,0,1
241,2.0,1,1,0
113402,2.0,1,0,1
102288414,2.0,1,0,1
286053,2.0,1,0,1
10559,2.0,1,1,0
58500,2.0,1,0,1
1186,2.0,1,0,1
91624,2.0,1,0,1
25776,2.0,1,0,1
23098,2.0,1,0,1
28,2.0,1,1,0
64407,2.0,1,0,1
7692,2.0,1,0,1
4704,2.0,1,0,1
92002,2.0,1,0,1
51523,2.0,1,0,1
25994,2.0,1,0,1
342926,2.0,1,0,1
349136,2.0,1,0,1
84811,2.0,1,0,1
121355,2.0,1,0,1
84727,2.0,1,0,1
8543,2.0,1,0,1
28392,2.0,1,1,0
901,2.0,1,0,1
8643,2.0,1,0,1
28448,2.0,1,1,0
53917,2.0,1,0,1
8350,2.0,1,0,1
11126,2.0,1,1,0
4718,2.0,1,0,1
3212,2.0,1,0,1
10589,2.0,1,0,1
283237,2.0,1,0,1
83719,2.0,1,0,1
6919,2.0,1,0,1
79788,2.0,1,0,1
10907,2.0,1,0,1
7355,2.0,1,0,1
27338,2.0,1,0,1
144577,2.0,1,1,0
28388,2.0,1,1,0
100529240,2.0,1,0,1
126003,2.0,1,0,1
28526,2.0,1,1,0
28299,2.0,1,0,1
4236,2.0,1,0,1
28803,1.0,1,0,0
3382,1.0,1,0,0
122773,1.0,1,0,0
9050,1.0,1,0,0
28914,1.0,1,0,0
29125,1.0,1,0,0
1318,1.0,1,0,0
28938,1.0,1,0,0
