Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
9232,3.0,1,1,1
10564,3.0,1,1,1
23246,3.0,1,1,1
7468,3.0,1,1,1
5723,3.0,1,1,1
81620,3.0,1,1,1
5133,3.0,1,1,1
23344,3.0,1,1,1
9031,3.0,1,1,1
81611,3.0,1,1,1
84790,3.0,1,1,1
3071,3.0,1,1,1
161176,3.0,1,1,1
64005,3.0,1,1,1
23468,3.0,1,1,1
55729,3.0,1,1,1
10105,3.0,1,1,1
5583,3.0,1,1,1
7283,3.0,1,1,1
6711,3.0,1,1,1
24149,3.0,1,1,1
31,3.0,1,1,1
23466,3.0,1,1,1
8358,3.0,1,1,1
1503,3.0,1,1,1
139818,3.0,1,1,1
4999,3.0,1,1,1
259266,3.0,1,1,1
9133,3.0,1,1,1
8567,3.0,1,1,1
3500,3.0,1,1,1
3002,3.0,1,1,1
1981,3.0,1,1,1
26057,3.0,1,1,1
53944,3.0,1,1,1
3070,3.0,1,1,1
3836,3.0,1,1,1
10155,3.0,1,1,1
11260,3.0,1,1,1
51203,3.0,1,1,1
1663,3.0,1,1,1
112574,3.0,1,1,1
1213,3.0,1,1,1
10452,3.0,1,1,1
23533,3.0,1,1,1
675,3.0,1,1,1
79915,3.0,1,1,1
7453,3.0,1,1,1
975,3.0,1,1,1
51564,3.0,1,1,1
639,3.0,1,1,1
5471,3.0,1,1,1
2799,3.0,1,1,1
29781,3.0,1,1,1
23013,3.0,1,1,1
1958,3.0,1,1,1
4288,3.0,1,1,1
79595,3.0,1,1,1
2947,3.0,1,1,1
54892,3.0,1,1,1
10383,3.0,1,1,1
9922,3.0,1,1,1
89891,3.0,1,1,1
10514,3.0,1,1,1
23649,3.0,1,1,1
2237,3.0,1,1,1
23208,3.0,1,1,1
3012,3.0,1,1,1
57176,3.0,1,1,1
4771,3.0,1,1,1
6576,3.0,1,1,1
22974,3.0,1,1,1
4650,3.0,1,1,1
339287,3.0,1,1,1
55215,3.0,1,1,1
29089,3.0,1,1,1
10592,3.0,1,1,1
22870,3.0,1,1,1
5163,3.0,1,1,1
5111,3.0,1,1,1
9612,3.0,1,1,1
1063,3.0,1,1,1
4171,3.0,1,1,1
10527,3.0,1,1,1
26999,3.0,1,1,1
2289,3.0,1,1,1
55728,3.0,1,1,1
29102,3.0,1,1,1
1033,3.0,1,1,1
1487,3.0,1,1,1
285966,3.0,1,1,1
23028,3.0,1,1,1
5829,3.0,1,1,1
100101267,3.0,1,1,1
3978,3.0,1,1,1
1,3.0,1,1,1
10484,3.0,1,1,1
5339,3.0,1,1,1
283234,3.0,1,1,1
6197,3.0,1,1,1
9088,3.0,1,1,1
3838,3.0,1,1,1
26051,3.0,1,1,1
10376,3.0,1,1,1
602,3.0,1,1,1
81,3.0,1,1,1
5892,3.0,1,1,1
3014,3.0,1,1,1
4522,3.0,1,1,1
47,3.0,1,1,1
5214,3.0,1,1,1
1660,3.0,1,1,1
28996,3.0,1,1,1
6723,3.0,1,1,1
641,3.0,1,1,1
54997,3.0,1,1,1
2189,3.0,1,1,1
9585,3.0,1,1,1
22929,3.0,1,1,1
6240,3.0,1,1,1
890,3.0,1,1,1
54815,3.0,1,1,1
51719,3.0,1,1,1
7273,3.0,1,1,1
3123,3.0,1,1,1
2944,3.0,1,1,1
29128,3.0,1,1,1
6867,3.0,1,1,1
23133,3.0,1,1,1
5971,3.0,1,1,1
10059,3.0,1,1,1
7917,3.0,1,1,1
56998,3.0,1,1,1
7083,3.0,1,1,1
55679,3.0,1,1,1
23463,3.0,1,1,1
7994,3.0,1,1,1
317772,3.0,1,1,1
4644,3.0,1,1,1
9919,2.0,1,0,1
55544,2.0,1,0,1
23358,2.0,1,0,1
200081,2.0,1,0,1
10525,2.0,1,0,1
54842,2.0,1,0,1
283373,2.0,1,0,1
6744,2.0,1,0,1
28468,2.0,1,1,0
144348,2.0,1,0,1
10042,2.0,1,0,1
10024,2.0,1,0,1
6936,2.0,1,0,1
26173,2.0,1,0,1
221188,2.0,1,0,1
23228,2.0,1,1,0
114804,2.0,1,0,1
195827,2.0,1,0,1
23264,2.0,1,0,1
23731,2.0,1,0,1
55610,2.0,1,0,1
10137,2.0,1,0,1
23211,2.0,1,0,1
164668,2.0,1,1,0
23534,2.0,1,0,1
10620,2.0,1,0,1
3539,2.0,1,1,0
415116,2.0,1,0,1
6150,2.0,1,0,1
51061,2.0,1,0,1
205428,2.0,1,0,1
114881,2.0,1,1,0
79803,2.0,1,0,1
5144,2.0,1,1,0
55627,2.0,1,0,1
2314,2.0,1,0,1
55631,2.0,1,0,1
51099,2.0,1,0,1
23550,2.0,1,1,0
55705,2.0,1,0,1
9560,2.0,1,0,1
54862,2.0,1,0,1
5834,2.0,1,0,1
23406,2.0,1,0,1
1889,2.0,1,0,1
387521,2.0,1,0,1
51427,2.0,1,0,1
57140,2.0,1,0,1
23140,2.0,1,0,1
284565,2.0,1,0,1
60558,2.0,1,0,1
112597,2.0,1,0,1
115752,2.0,1,0,1
57647,2.0,1,0,1
23125,2.0,1,1,0
3069,2.0,1,0,1
9736,2.0,1,0,1
219333,2.0,1,0,1
55274,2.0,1,0,1
122830,2.0,1,1,0
26953,2.0,1,0,1
79954,2.0,1,0,1
7916,2.0,1,0,1
28439,2.0,1,1,0
91937,2.0,1,0,1
22828,2.0,1,0,1
7064,2.0,1,0,1
59269,2.0,1,0,1
5763,2.0,1,0,1
9695,2.0,1,0,1
205327,2.0,1,0,1
83858,2.0,1,0,1
80714,2.0,1,0,1
79631,2.0,1,0,1
54480,2.0,1,0,1
28442,2.0,1,1,0
22821,2.0,1,0,1
285513,2.0,1,0,1
100130958,2.0,1,1,0
3954,2.0,1,0,1
8518,2.0,1,0,1
9766,2.0,1,0,1
143570,2.0,1,0,1
6843,2.0,1,0,1
55684,2.0,1,0,1
64434,2.0,1,0,1
6949,2.0,1,0,1
124565,2.0,1,0,1
80700,2.0,1,0,1
8514,2.0,1,0,1
23038,2.0,1,0,1
79026,2.0,1,0,1
5550,2.0,1,0,1
57496,2.0,1,1,0
6494,2.0,1,0,1
6574,2.0,1,0,1
9690,2.0,1,0,1
153830,2.0,1,0,1
152789,2.0,1,0,1
79585,2.0,1,0,1
79651,2.0,1,0,1
79751,2.0,1,0,1
3538,2.0,1,1,0
23526,2.0,1,0,1
79888,2.0,1,0,1
6533,2.0,1,0,1
84726,2.0,1,0,1
23517,2.0,1,0,1
90007,2.0,1,0,1
9819,2.0,1,0,1
89845,2.0,1,0,1
22847,2.0,1,0,1
26278,2.0,1,0,1
10985,2.0,1,0,1
55313,2.0,1,0,1
57130,2.0,1,0,1
254102,2.0,1,0,1
6941,1.0,1,0,0
28775,1.0,1,0,0
55780,1.0,1,0,0
90459,1.0,1,0,0
23231,1.0,1,0,0
10194,1.0,1,0,0
171425,1.0,1,0,0
23324,1.0,1,0,0
101928173,1.0,1,0,0
338440,1.0,1,0,0
285613,1.0,1,0,0
359845,1.0,1,0,0
283991,1.0,1,0,0
55731,1.0,1,0,0
100132247,1.0,1,0,0
79758,1.0,1,0,0
54838,1.0,1,0,0
84278,1.0,1,0,0
29015,1.0,1,0,0
28778,1.0,1,0,0
23625,1.0,1,0,0
79644,1.0,1,0,0
92070,1.0,1,0,0
9746,1.0,1,0,0
3,1.0,1,0,0
113829,1.0,1,0,0
125228,1.0,1,0,0
84668,1.0,1,0,0
28825,1.0,1,0,0
28575,1.0,1,0,0
541471,1.0,1,0,0
