Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
2669,3.0,1,1,1
3600,3.0,1,1,1
4940,3.0,1,1,1
4599,3.0,1,1,1
9636,3.0,1,1,1
11274,3.0,1,1,1
7305,3.0,1,1,1
8379,3.0,1,1,1
857,3.0,1,1,1
1601,3.0,1,1,1
3437,3.0,1,1,1
2207,3.0,1,1,1
126410,3.0,1,1,1
81622,3.0,1,1,1
6850,3.0,1,1,1
968,3.0,1,1,1
3434,3.0,1,1,1
8644,3.0,1,1,1
3823,3.0,1,1,1
51744,3.0,1,1,1
958,3.0,1,1,1
6375,3.0,1,1,1
4938,3.0,1,1,1
7462,3.0,1,1,1
51127,3.0,1,1,1
2064,3.0,1,1,1
11314,3.0,1,1,1
3822,3.0,1,1,1
3433,3.0,1,1,1
684,3.0,1,1,1
3430,3.0,1,1,1
117157,3.0,1,1,1
91543,3.0,1,1,1
2537,3.0,1,1,1
51510,3.0,1,1,1
4502,3.0,1,1,1
53840,3.0,1,1,1
2281,3.0,1,1,1
22914,3.0,1,1,1
23382,2.0,1,0,1
257101,2.0,1,1,0
55693,2.0,1,0,1
2960,2.0,1,0,1
3212,2.0,1,0,1
10826,2.0,1,0,1
122773,2.0,1,0,1
199704,2.0,1,0,1
80316,2.0,1,1,0
3820,2.0,1,1,0
2868,2.0,1,0,1
10964,2.0,1,1,0
26689,2.0,1,0,1
3811,2.0,1,1,0
27036,2.0,1,1,0
6919,2.0,1,0,1
3017,2.0,1,0,1
6320,2.0,1,0,1
9649,2.0,1,0,1
64108,2.0,1,0,1
8671,2.0,1,0,1
11080,2.0,1,0,1
445815,2.0,1,0,1
241,2.0,1,1,0
2848,2.0,1,0,1
4061,2.0,1,1,0
2793,2.0,1,0,1
3490,2.0,1,0,1
8013,2.0,1,1,0
55558,2.0,1,1,0
162966,2.0,1,0,1
79788,2.0,1,0,1
282618,2.0,1,1,0
93426,2.0,1,0,1
1471,2.0,1,0,1
10875,2.0,1,1,0
202309,2.0,1,1,0
440093,2.0,1,0,1
6019,2.0,1,0,1
2151,2.0,1,0,1
8522,2.0,1,0,1
115548,2.0,1,0,1
5359,2.0,1,1,0
220869,2.0,1,0,1
92002,2.0,1,0,1
150465,2.0,1,1,0
149628,2.0,1,1,0
4509,2.0,1,0,1
901,2.0,1,0,1
23209,2.0,1,0,1
27175,2.0,1,0,1
79132,2.0,1,1,0
3512,2.0,1,0,1
9363,2.0,1,0,1
51348,1.0,1,0,0
84626,1.0,1,0,0
339344,1.0,1,0,0
134285,1.0,1,0,0
57143,1.0,1,0,0
339988,1.0,1,0,0
54979,1.0,1,0,0
30815,1.0,1,0,0
3384,1.0,1,0,0
116987,1.0,1,0,0
253152,1.0,1,0,0
6984,1.0,1,0,0
285521,1.0,1,0,0
8742,1.0,1,0,0
59084,1.0,1,0,0
221002,1.0,1,0,0
100874362,1.0,1,0,0
84818,1.0,1,0,0
400946,1.0,1,0,0
7556,1.0,1,0,0
8510,1.0,1,0,0
10436,1.0,1,0,0
55332,1.0,1,0,0
3948,1.0,1,0,0
57562,1.0,1,0,0
91151,1.0,1,0,0
79856,1.0,1,0,0
10081,1.0,1,0,0
100873985,1.0,1,0,0
389289,1.0,1,0,0
55007,1.0,1,0,0
730227,1.0,1,0,0
124935,1.0,1,0,0
105377006,1.0,1,0,0
644974,1.0,1,0,0
100127983,1.0,1,0,0
100131733,1.0,1,0,0
7379,1.0,1,0,0
927,1.0,1,0,0
1521,1.0,1,0,0
27344,1.0,1,0,0
51148,1.0,1,0,0
147660,1.0,1,0,0
440498,1.0,1,0,0
94107,1.0,1,0,0
59352,1.0,1,0,0
55686,1.0,1,0,0
56911,1.0,1,0,0
8269,1.0,1,0,0
267002,1.0,1,0,0
81794,1.0,1,0,0
100506374,1.0,1,0,0
152100,1.0,1,0,0
64407,1.0,1,0,0
4636,1.0,1,0,0
9486,1.0,1,0,0
220930,1.0,1,0,0
387895,1.0,1,0,0
644353,1.0,1,0,0
101928767,1.0,1,0,0
81554,1.0,1,0,0
100506713,1.0,1,0,0
4603,1.0,1,0,0
729533,1.0,1,0,0
54809,1.0,1,0,0
6978,1.0,1,0,0
6976,1.0,1,0,0
389792,1.0,1,0,0
81553,1.0,1,0,0
84527,1.0,1,0,0
29799,1.0,1,0,0
6512,1.0,1,0,0
163255,1.0,1,0,0
160857,1.0,1,0,0
100133669,1.0,1,0,0
55194,1.0,1,0,0
51523,1.0,1,0,0
254295,1.0,1,0,0
90353,1.0,1,0,0
6285,1.0,1,0,0
84680,1.0,1,0,0
85028,1.0,1,0,0
