Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
5829,3.0,1,1,1
2149,3.0,1,1,1
3916,3.0,1,1,1
3123,3.0,1,1,1
132660,3.0,1,1,1
26999,3.0,1,1,1
9150,3.0,1,1,1
100101267,3.0,1,1,1
5469,3.0,1,1,1
10514,3.0,1,1,1
23381,3.0,1,1,1
1063,3.0,1,1,1
25885,3.0,1,1,1
84807,3.0,1,1,1
1263,3.0,1,1,1
9113,3.0,1,1,1
10018,3.0,1,1,1
5170,3.0,1,1,1
4627,3.0,1,1,1
79888,3.0,1,1,1
6929,3.0,1,1,1
10908,3.0,1,1,1
8189,3.0,1,1,1
80199,3.0,1,1,1
23049,3.0,1,1,1
51366,3.0,1,1,1
84687,3.0,1,1,1
51540,3.0,1,1,1
57634,3.0,1,1,1
55809,3.0,1,1,1
22926,3.0,1,1,1
3718,3.0,1,1,1
8945,3.0,1,1,1
790,3.0,1,1,1
90850,3.0,1,1,1
23218,3.0,1,1,1
79443,3.0,1,1,1
8439,3.0,1,1,1
57584,3.0,1,1,1
5310,3.0,1,1,1
55627,3.0,1,1,1
29890,3.0,1,1,1
5163,3.0,1,1,1
339287,3.0,1,1,1
4650,3.0,1,1,1
9922,3.0,1,1,1
9739,3.0,1,1,1
4771,3.0,1,1,1
8805,3.0,1,1,1
9698,3.0,1,1,1
79803,3.0,1,1,1
51380,3.0,1,1,1
7133,3.0,1,1,1
23264,3.0,1,1,1
8609,3.0,1,1,1
29102,3.0,1,1,1
2289,3.0,1,1,1
51719,3.0,1,1,1
2033,3.0,1,1,1
6497,3.0,1,1,1
10484,3.0,1,1,1
2,3.0,1,1,1
9612,3.0,1,1,1
8888,3.0,1,1,1
5330,3.0,1,1,1
3949,3.0,1,1,1
6197,3.0,1,1,1
1,3.0,1,1,1
23429,3.0,1,1,1
4943,3.0,1,1,1
2870,3.0,1,1,1
3416,3.0,1,1,1
160851,3.0,1,1,1
5601,3.0,1,1,1
7297,3.0,1,1,1
8364,3.0,1,1,1
2308,3.0,1,1,1
51043,3.0,1,1,1
23598,3.0,1,1,1
7423,3.0,1,1,1
57724,3.0,1,1,1
26051,3.0,1,1,1
7917,3.0,1,1,1
23133,3.0,1,1,1
9021,3.0,1,1,1
23463,3.0,1,1,1
283871,3.0,1,1,1
8398,3.0,1,1,1
6720,3.0,1,1,1
27158,3.0,1,1,1
23367,3.0,1,1,1
9862,3.0,1,1,1
3566,3.0,1,1,1
1994,3.0,1,1,1
6907,3.0,1,1,1
10114,3.0,1,1,1
92597,3.0,1,1,1
19,3.0,1,1,1
1856,3.0,1,1,1
3043,3.0,1,1,1
6774,3.0,1,1,1
5306,3.0,1,1,1
25777,3.0,1,1,1
7874,3.0,1,1,1
56652,3.0,1,1,1
7486,3.0,1,1,1
64332,3.0,1,1,1
55294,3.0,1,1,1
8440,3.0,1,1,1
8897,3.0,1,1,1
55209,3.0,1,1,1
489,3.0,1,1,1
84445,3.0,1,1,1
3458,3.0,1,1,1
10507,3.0,1,1,1
57609,3.0,1,1,1
29072,3.0,1,1,1
4649,3.0,1,1,1
11260,3.0,1,1,1
7155,3.0,1,1,1
5294,3.0,1,1,1
5799,3.0,1,1,1
288,3.0,1,1,1
29945,3.0,1,1,1
147179,3.0,1,1,1
56623,3.0,1,1,1
80700,3.0,1,1,1
1512,3.0,1,1,1
25942,3.0,1,1,1
93624,3.0,1,1,1
90007,3.0,1,1,1
5297,3.0,1,1,1
84969,3.0,1,1,1
2011,3.0,1,1,1
57617,3.0,1,1,1
3500,3.0,1,1,1
55729,3.0,1,1,1
8450,3.0,1,1,1
9040,3.0,1,1,1
79745,3.0,1,1,1
31,3.0,1,1,1
154141,3.0,1,1,1
10525,3.0,1,1,1
267,3.0,1,1,1
687,3.0,1,1,1
9695,3.0,1,1,1
53944,3.0,1,1,1
5471,3.0,1,1,1
80149,3.0,1,1,1
6018,3.0,1,1,1
10564,3.0,1,1,1
85378,3.0,1,1,1
7037,3.0,1,1,1
4644,3.0,1,1,1
9794,3.0,1,1,1
161176,3.0,1,1,1
22894,3.0,1,1,1
