Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
55257,2.0,1,0,1
29780,2.0,1,0,1
23635,2.0,1,0,1
5860,2.0,1,0,1
79777,2.0,1,0,1
307,2.0,1,0,1
6748,2.0,1,0,1
91351,2.0,1,0,1
51030,2.0,1,0,1
84936,2.0,1,0,1
3399,2.0,1,0,1
8971,2.0,1,0,1
26010,2.0,1,0,1
26515,2.0,1,1,0
10907,2.0,1,0,1
285195,2.0,1,1,0
440836,2.0,1,0,1
94107,2.0,1,0,1
1390,2.0,1,0,1
51056,2.0,1,0,1
5889,2.0,1,0,1
55957,2.0,1,0,1
219285,2.0,1,0,1
440498,2.0,1,0,1
79142,2.0,1,1,0
4236,2.0,1,0,1
440400,2.0,1,0,1
2483,2.0,1,0,1
6801,2.0,1,0,1
653784,2.0,1,0,1
7355,2.0,1,0,1
9086,2.0,1,0,1
100506311,2.0,1,0,1
149951,2.0,1,0,1
55847,2.0,1,0,1
25843,2.0,1,0,1
55199,2.0,1,0,1
83719,2.0,1,0,1
93323,2.0,1,0,1
55871,2.0,1,0,1
79641,2.0,1,0,1
51513,2.0,1,0,1
160897,2.0,1,0,1
84321,2.0,1,0,1
26094,2.0,1,0,1
92002,2.0,1,0,1
25764,2.0,1,0,1
79159,2.0,1,0,1
8269,2.0,1,0,1
51188,2.0,1,0,1
241,2.0,1,1,0
80746,2.0,1,0,1
10126,2.0,1,0,1
8875,2.0,1,0,1
9241,2.0,1,1,0
115123,2.0,1,0,1
65065,2.0,1,0,1
53938,2.0,1,0,1
7050,2.0,1,0,1
129607,2.0,1,0,1
286053,2.0,1,0,1
23583,2.0,1,0,1
51257,2.0,1,0,1
27344,2.0,1,1,0
80025,2.0,1,0,1
63891,2.0,1,0,1
51599,2.0,1,0,1
51744,2.0,1,1,0
84324,2.0,1,0,1
9412,2.0,1,0,1
8334,2.0,1,0,1
51575,2.0,1,0,1
9124,2.0,1,0,1
85465,2.0,1,0,1
1,2.0,1,0,1
3514,2.0,1,0,1
2063,2.0,1,0,1
283237,2.0,1,0,1
27090,2.0,1,1,0
25994,2.0,1,0,1
6919,2.0,1,0,1
54819,2.0,1,0,1
84727,2.0,1,0,1
387921,2.0,1,0,1
284114,2.0,1,1,0
121355,2.0,1,0,1
10549,2.0,1,0,1
10263,2.0,1,0,1
10247,2.0,1,0,1
11165,2.0,1,0,1
23564,2.0,1,0,1
11080,2.0,1,0,1
9050,2.0,1,0,1
57325,2.0,1,0,1
389362,2.0,1,0,1
1191,2.0,1,0,1
84298,2.0,1,0,1
123811,2.0,1,0,1
102288414,2.0,1,0,1
10578,2.0,1,1,0
2848,2.0,1,0,1
144577,2.0,1,1,0
221078,2.0,1,0,1
54995,2.0,1,0,1
25880,2.0,1,1,0
10081,2.0,1,0,1
140691,2.0,1,0,1
9249,2.0,1,0,1
84287,2.0,1,0,1
51259,2.0,1,0,1
7518,2.0,1,0,1
91272,2.0,1,1,0
84759,2.0,1,0,1
26689,2.0,1,0,1
79839,2.0,1,0,1
9363,2.0,1,0,1
257101,2.0,1,1,0
4090,2.0,1,0,1
57661,2.0,1,0,1
84811,2.0,1,0,1
53917,2.0,1,0,1
7940,2.0,1,0,1
23641,2.0,1,0,1
54809,2.0,1,0,1
2054,2.0,1,0,1
55573,2.0,1,0,1
6282,2.0,1,0,1
10589,2.0,1,0,1
56913,2.0,1,0,1
1471,2.0,1,0,1
5782,2.0,1,0,1
84138,2.0,1,0,1
4509,2.0,1,0,1
55845,2.0,1,0,1
126003,2.0,1,0,1
2790,2.0,1,0,1
10668,2.0,1,0,1
901,2.0,1,0,1
29104,2.0,1,0,1
3512,2.0,1,0,1
112752,2.0,1,0,1
26275,2.0,1,0,1
79180,2.0,1,0,1
84885,1.0,1,0,0
28692,1.0,1,0,0
55776,1.0,1,0,0
728855,1.0,1,0,0
85012,1.0,1,0,0
7556,1.0,1,0,0
26157,1.0,1,0,0
9741,1.0,1,0,0
3384,1.0,1,0,0
728769,1.0,1,0,0
100216545,1.0,1,0,0
29916,1.0,1,0,0
284029,1.0,1,0,0
105221694,1.0,1,0,0
3003,1.0,1,0,0
79096,1.0,1,0,0
56672,1.0,1,0,0
101928767,1.0,1,0,0
203522,1.0,1,0,0
123688,1.0,1,0,0
2595,1.0,1,0,0
340542,1.0,1,0,0
100130231,1.0,1,0,0
64860,1.0,1,0,0
642659,1.0,1,0,0
9419,1.0,1,0,0
441168,1.0,1,0,0
29125,1.0,1,0,0
90326,1.0,1,0,0
28518,1.0,1,0,0
100128782,1.0,1,0,0
152100,1.0,1,0,0
5996,1.0,1,0,0
171586,1.0,1,0,0
440567,1.0,1,0,0
1521,1.0,1,0,0
55204,1.0,1,0,0
101929241,1.0,1,0,0
128346,1.0,1,0,0
26035,1.0,1,0,0
100131733,1.0,1,0,0
285266,1.0,1,0,0
79145,1.0,1,0,0
100505483,1.0,1,0,0
84330,1.0,1,0,0
348645,1.0,1,0,0
84941,1.0,1,0,0
162966,1.0,1,0,0
22921,1.0,1,0,0
6984,1.0,1,0,0
100506713,1.0,1,0,0
94240,1.0,1,0,0
285540,1.0,1,0,0
102724246,1.0,1,0,0
55007,1.0,1,0,0
10561,1.0,1,0,0
28526,1.0,1,0,0
6967,1.0,1,0,0
751071,1.0,1,0,0
100127967,1.0,1,0,0
645426,1.0,1,0,0
84973,1.0,1,0,0
7727,1.0,1,0,0
401612,1.0,1,0,0
200634,1.0,1,0,0
28670,1.0,1,0,0
100128252,1.0,1,0,0
84223,1.0,1,0,0
342926,1.0,1,0,0
9022,1.0,1,0,0
100131234,1.0,1,0,0
150381,1.0,1,0,0
3507,1.0,1,0,0
3820,1.0,1,0,0
497661,1.0,1,0,0
100129792,1.0,1,0,0
91057,1.0,1,0,0
196792,1.0,1,0,0
79037,1.0,1,0,0
51237,1.0,1,0,0
85028,1.0,1,0,0
6976,1.0,1,0,0
100463486,1.0,1,0,0
101060038,1.0,1,0,0
6966,1.0,1,0,0
11154,1.0,1,0,0
51063,1.0,1,0,0
267002,1.0,1,0,0
220869,1.0,1,0,0
124411,1.0,1,0,0
57639,1.0,1,0,0
339324,1.0,1,0,0
105370652,1.0,1,0,0
26292,1.0,1,0,0
163087,1.0,1,0,0
339804,1.0,1,0,0
84336,1.0,1,0,0
1293,1.0,1,0,0
28642,1.0,1,0,0
28516,1.0,1,0,0
100129842,1.0,1,0,0
84264,1.0,1,0,0
51058,1.0,1,0,0
147525,1.0,1,0,0
3,1.0,1,0,0
84520,1.0,1,0,0
28,1.0,1,0,0
100507297,1.0,1,0,0
100507612,1.0,1,0,0
10793,1.0,1,0,0
6981,1.0,1,0,0
100885789,1.0,1,0,0
51251,1.0,1,0,0
105377006,1.0,1,0,0
79629,1.0,1,0,0
28656,1.0,1,0,0
93081,1.0,1,0,0
389289,1.0,1,0,0
9324,1.0,1,0,0
115939,1.0,1,0,0
100131089,1.0,1,0,0
199704,1.0,1,0,0
