_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-12,M533,M1,1,0,Transcription Factor Targets,16,STTTCRNTTT IRF Q6,,-12,6.8,11,28160,192,472,22,4.7,0.97,567|684|834|840|3433|3437|5696|5698|6737|6993|9636|10561|11274|23586|51251|54739|55337|79132|81030|83666|94240|131450,B2M|BST2|CASP1|CASP7|IFIT2|IFIT3|PSMB8|PSMB9|TRIM21|DYNLT1|ISG15|IFI44|USP18|DDX58|NT5C3A|XAF1|SHFL|DHX58|ZBP1|PARP9|EPSTI1|CD200R1,-8.9,0
1,-8.9,M14066,M1,1,0,Transcription Factor Targets,16,IRF Q6,,-8.9,5.1,8.5,28160,244,472,21,4.4,0.95,567|684|840|3430|3433|3660|3965|5696|6303|6737|9246|9636|10379|10561|51251|55601|64108|79132|79142|81030|83666,B2M|BST2|CASP7|IFI35|IFIT2|IRF2|LGALS9|PSMB8|SAT1|TRIM21|UBE2L6|ISG15|IRF9|IFI44|NT5C3A|DDX60|RTP4|DHX58|PHF23|ZBP1|PARP9,-6.1,0
1,-8.6,M16200,M1,1,0,Transcription Factor Targets,16,ISRE 01,,-8.6,5,8.2,28160,253,472,21,4.4,0.95,567|684|2841|3433|3437|3660|6737|9636|10379|10561|11274|23586|23635|51251|54739|55601|64108|79132|81030|83666|94240,B2M|BST2|GPR18|IFIT2|IFIT3|IRF2|TRIM21|ISG15|IRF9|IFI44|USP18|DDX58|SSBP2|NT5C3A|XAF1|DDX60|RTP4|DHX58|ZBP1|PARP9|EPSTI1,-5.9,0
1,-7.8,M12258,M1,1,0,Transcription Factor Targets,16,IRF7 01,,-7.8,4.6,7.6,28160,258,472,20,4.2,0.93,684|840|3433|3660|5698|6303|6737|8638|9241|9636|9741|11274|23586|51251|54739|55337|55601|57282|83666|94240,BST2|CASP7|IFIT2|IRF2|PSMB9|SAT1|TRIM21|OASL|NOG|ISG15|LAPTM4A|USP18|DDX58|NT5C3A|XAF1|SHFL|DDX60|SLC4A10|PARP9|EPSTI1,-5,0
1,-5.8,M2709,M1,1,0,Transcription Factor Targets,16,IRF1 01,,-5.8,4,6.2,28160,255,472,17,3.6,0.86,567|684|5696|5698|6303|6737|6993|8543|9241|9636|10379|11274|23586|51251|54739|83666|131450,B2M|BST2|PSMB8|PSMB9|SAT1|TRIM21|DYNLT1|LMO4|NOG|ISG15|IRF9|USP18|DDX58|NT5C3A|XAF1|PARP9|CD200R1,-3.1,0
1,-4.6,M2727,M1,1,0,Transcription Factor Targets,16,ICSBP Q6,,-4.6,3.5,5.3,28160,253,472,15,3.2,0.81,567|684|840|3003|3430|3437|5696|5698|7050|9636|10561|11274|51251|81030|83666,B2M|BST2|CASP7|GZMK|IFI35|IFIT3|PSMB8|PSMB9|TGIF1|ISG15|IFI44|USP18|NT5C3A|ZBP1|PARP9,-2,0
1,-3.8,M6985,M1,1,0,Transcription Factor Targets,16,GABP B,,-3.8,3.2,4.6,28160,265,472,14,3,0.78,1460|5564|6748|7518|8815|9419|23641|51010|51599|55017|79142|84759|121355|144577,CSNK2B|PRKAB1|SSR4|XRCC4|BANF1|CRIPT|LDOC1|EXOSC3|LSR|C14orf119|PHF23|PCGF1|GTSF1|KICS2,-1.3,0
1,-3.5,M17687,M1,1,0,Transcription Factor Targets,16,IRF2 01,,-3.5,4.2,4.7,28160,129,472,9,1.9,0.63,567|684|5696|5698|11274|23586|51251|54739|83666,B2M|BST2|PSMB8|PSMB9|USP18|DDX58|NT5C3A|XAF1|PARP9,-1.1,0
1,-3.2,M30334,M1,1,0,Transcription Factor Targets,16,ZNF510 TARGET GENES,,-3.2,7.3,5.3,28160,41,472,5,1.1,0.47,9324|9412|10964|160897|254225,HMGN3|MED21|IFI44L|GPR180|RNF169,-0.9,0
1,-3.1,M15241,M1,1,0,Transcription Factor Targets,16,AML1 01,,-3.1,2.9,4,28160,271,472,13,2.8,0.75,1390|2207|3399|4704|5996|6375|6773|6846|7168|8891|28977|55017|79096,CREM|FCER1G|ID3|NDUFA9|RGS1|XCL1|STAT2|XCL2|TPM1|EIF2B3|MRPL42|C14orf119|C11orf49,-0.84,0
