Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
2207,3.0,1,1,1
30009,3.0,1,1,1
4940,3.0,1,1,1
7132,3.0,1,1,1
219541,3.0,1,1,1
2635,3.0,1,1,1
8379,3.0,1,1,1
4600,3.0,1,1,1
91543,3.0,1,1,1
259197,3.0,1,1,1
6375,3.0,1,1,1
154,3.0,1,1,1
83452,3.0,1,1,1
3824,3.0,1,1,1
8767,3.0,1,1,1
51191,3.0,1,1,1
4061,3.0,1,1,1
64343,3.0,1,1,1
1535,3.0,1,1,1
7294,3.0,1,1,1
7462,3.0,1,1,1
11274,3.0,1,1,1
3433,3.0,1,1,1
326624,3.0,1,1,1
3665,3.0,1,1,1
3669,3.0,1,1,1
55337,3.0,1,1,1
23586,3.0,1,1,1
3812,3.0,1,1,1
6285,3.0,1,1,1
10346,3.0,1,1,1
6352,3.0,1,1,1
1240,3.0,1,1,1
9367,3.0,1,1,1
56927,3.0,1,1,1
10397,3.0,1,1,1
79594,3.0,1,1,1
79142,3.0,1,1,1
4616,3.0,1,1,1
56339,3.0,1,1,1
567,3.0,1,1,1
4833,3.0,1,1,1
2,3.0,1,1,1
3437,3.0,1,1,1
4063,3.0,1,1,1
51231,3.0,1,1,1
30834,3.0,1,1,1
9437,3.0,1,1,1
5590,3.0,1,1,1
9412,3.0,1,1,1
843,3.0,1,1,1
2353,3.0,1,1,1
2537,3.0,1,1,1
255520,3.0,1,1,1
117157,3.0,1,1,1
56270,3.0,1,1,1
6351,3.0,1,1,1
8519,3.0,1,1,1
100507436,3.0,1,1,1
10475,3.0,1,1,1
51510,3.0,1,1,1
116442,3.0,1,1,1
7978,3.0,1,1,1
5194,3.0,1,1,1
54797,3.0,1,1,1
10455,3.0,1,1,1
81030,3.0,1,1,1
64400,3.0,1,1,1
8740,3.0,1,1,1
8764,3.0,1,1,1
11314,3.0,1,1,1
2841,3.0,1,1,1
221443,3.0,1,1,1
149628,3.0,1,1,1
11035,3.0,1,1,1
4599,3.0,1,1,1
847,3.0,1,1,1
23130,3.0,1,1,1
2268,3.0,1,1,1
4938,3.0,1,1,1
1471,3.0,1,1,1
3804,3.0,1,1,1
10219,3.0,1,1,1
719,3.0,1,1,1
64135,3.0,1,1,1
100528032,3.0,1,1,1
1384,3.0,1,1,1
8653,3.0,1,1,1
9363,3.0,1,1,1
8644,3.0,1,1,1
3512,3.0,1,1,1
9636,3.0,1,1,1
51816,3.0,1,1,1
9482,3.0,1,1,1
29911,3.0,1,1,1
7305,3.0,1,1,1
3133,3.0,1,1,1
7538,3.0,1,1,1
6993,3.0,1,1,1
400569,3.0,1,1,1
3493,3.0,1,1,1
3822,3.0,1,1,1
11152,3.0,1,1,1
3434,3.0,1,1,1
85363,3.0,1,1,1
5291,3.0,1,1,1
3823,3.0,1,1,1
51103,3.0,1,1,1
79132,3.0,1,1,1
10901,3.0,1,1,1
3811,3.0,1,1,1
5608,3.0,1,1,1
64167,3.0,1,1,1
55650,3.0,1,1,1
1806,3.0,1,1,1
3603,3.0,1,1,1
6048,3.0,1,1,1
665,3.0,1,1,1
5330,3.0,1,1,1
3430,3.0,1,1,1
684,3.0,1,1,1
11126,3.0,1,1,1
5729,3.0,1,1,1
1649,3.0,1,1,1
4814,3.0,1,1,1
10616,2.0,1,0,1
26275,2.0,1,0,1
10670,2.0,1,0,1
84256,2.0,1,0,1
10964,2.0,1,1,0
162966,2.0,1,0,1
257160,2.0,1,0,1
57804,2.0,1,0,1
23678,2.0,1,0,1
51246,2.0,1,0,1
124602,2.0,1,0,1
9895,2.0,1,0,1
6990,2.0,1,0,1
26157,2.0,1,0,1
55315,2.0,1,0,1
27244,2.0,1,0,1
55791,2.0,1,0,1
51259,2.0,1,0,1
10578,2.0,1,1,0
9344,2.0,1,0,1
374900,2.0,1,0,1
79165,2.0,1,0,1
353088,2.0,1,0,1
196513,2.0,1,0,1
51300,2.0,1,0,1
55508,2.0,1,0,1
257101,2.0,1,1,0
2074,2.0,1,0,1
6192,2.0,1,0,1
55471,2.0,1,0,1
100134934,2.0,1,0,1
57097,2.0,1,0,1
79088,2.0,1,0,1
93100,2.0,1,0,1
230,2.0,1,0,1
81932,2.0,1,0,1
142678,2.0,1,0,1
146705,2.0,1,0,1
81554,2.0,1,0,1
55296,2.0,1,0,1
51027,2.0,1,0,1
26959,2.0,1,0,1
10100,2.0,1,0,1
54879,2.0,1,0,1
81550,2.0,1,0,1
29946,2.0,1,0,1
51619,2.0,1,0,1
57060,2.0,1,1,0
54850,2.0,1,0,1
51734,2.0,1,0,1
3212,2.0,1,0,1
3494,2.0,1,1,0
79731,2.0,1,0,1
64860,2.0,1,0,1
8220,2.0,1,0,1
9487,2.0,1,1,0
78992,2.0,1,0,1
94107,2.0,1,0,1
6302,2.0,1,0,1
902,2.0,1,0,1
83719,2.0,1,0,1
124446,2.0,1,1,0
57035,2.0,1,0,1
64718,2.0,1,0,1
100287482,2.0,1,0,1
64108,2.0,1,0,1
29933,2.0,1,0,1
93621,2.0,1,0,1
124790,2.0,1,0,1
