Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0016569,covalent chromatin modification,19_GO:0008152 metabolic process,-15,5,11,28160,481,436,37,8.5,1.3,1387|1642|2033|3009|3054|5929|6018|6497|7874|7994|8295|8450|8505|8850|8888|9031|10075|10155|10270|11091|23067|23133|23326|23429|25942|26036|29072|51366|51564|55209|55729|55809|57634|79697|80853|171023|339287,CREBBP|DDB1|EP300|H1-5|HCFC1|RBBP5|RLF|SKI|USP7|KAT6A|TRRAP|CUL4B|PARG|KAT2B|MCM3AP|BAZ1B|HUWE1|TRIM28|AKAP8|WDR5|SETD1B|PHF8|USP22|RYBP|SIN3A|ZNF451|SETD2|UBR5|HDAC7|SETD5|ATF7IP|TRERF1|EP400|RIOX1|KDM7A|ASXL1|MSL1,-11
MyList,GO Biological Processes,19,GO:0016570,histone modification,19_GO:0008152 metabolic process,-14,4.8,10,28160,467,436,35,8,1.3,1387|1642|2033|3009|3054|5929|6018|6497|7874|7994|8295|8450|8505|8850|8888|9031|10075|10270|11091|23067|23133|23326|23429|25942|26036|29072|51366|51564|55209|55809|57634|79697|80853|171023|339287,CREBBP|DDB1|EP300|H1-5|HCFC1|RBBP5|RLF|SKI|USP7|KAT6A|TRRAP|CUL4B|PARG|KAT2B|MCM3AP|BAZ1B|HUWE1|AKAP8|WDR5|SETD1B|PHF8|USP22|RYBP|SIN3A|ZNF451|SETD2|UBR5|HDAC7|SETD5|TRERF1|EP400|RIOX1|KDM7A|ASXL1|MSL1,-10
MyList,GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-12,5.6,10,28160,300,436,26,6,1.1,1660|1994|2316|3836|3843|4928|5469|6774|7248|8888|9883|10155|11260|11261|23049|23381|26953|29072|29890|51366|54890|55705|55746|80149|84445|100101267,DHX9|ELAVL1|FLNA|KPNA1|IPO5|NUP98|MED1|STAT3|TSC1|MCM3AP|POM121|TRIM28|XPOT|CHP1|SMG1|SMG5|RANBP6|SETD2|RBM15B|UBR5|ALKBH5|IPO9|NUP133|ZC3H12A|LZTS2|POM121C,-8.5
MyList,GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-12,5.6,10,28160,300,436,26,6,1.1,1660|1994|2316|3836|3843|4928|5469|6774|7248|8888|9883|10155|11260|11261|23049|23381|26953|29072|29890|51366|54890|55705|55746|80149|84445|100101267,DHX9|ELAVL1|FLNA|KPNA1|IPO5|NUP98|MED1|STAT3|TSC1|MCM3AP|POM121|TRIM28|XPOT|CHP1|SMG1|SMG5|RANBP6|SETD2|RBM15B|UBR5|ALKBH5|IPO9|NUP133|ZC3H12A|LZTS2|POM121C,-8.5
MyList,GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0002376 immune system process,-11,4.5,9.3,28160,426,436,30,6.9,1.2,639|864|865|1021|1958|2033|3071|3123|3566|3570|3635|3707|3718|3902|4627|5469|5971|6774|6868|7248|8943|10320|23240|29102|30009|64332|80149|139818|149041|359948,PRDM1|RUNX3|CBFB|CDK6|EGR1|EP300|NCKAP1L|HLA-DRB1|IL4R|IL6R|INPP5D|ITPKB|JAK3|LAG3|MYH9|MED1|RELB|STAT3|ADAM17|TSC1|AP3D1|IKZF1|TMEM131L|DROSHA|TBX21|NFKBIZ|ZC3H12A|DOCK11|RC3H1|IRF2BP2,-8
MyList,GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-11,3.4,8.6,28160,771,436,41,9.4,1.4,639|864|865|923|1958|2033|3071|3123|3500|3539|3566|3570|3572|3635|3707|3718|3902|3916|4627|4773|5290|5294|5971|6774|6868|7133|7248|7917|8440|8943|10320|23240|29102|30009|55824|64332|80149|139818|149041|200081|359948,PRDM1|RUNX3|CBFB|CD6|EGR1|EP300|NCKAP1L|HLA-DRB1|IGHG1|IGLC3|IL4R|IL6R|IL6ST|INPP5D|ITPKB|JAK3|LAG3|LAMP1|MYH9|NFATC2|PIK3CA|PIK3CG|RELB|STAT3|ADAM17|TNFRSF1B|TSC1|BAG6|NCK2|AP3D1|IKZF1|TMEM131L|DROSHA|TBX21|PAG1|NFKBIZ|ZC3H12A|DOCK11|RC3H1|TXLNA|IRF2BP2,-8
MyList,Reactome Gene Sets,6,R-HSA-4839726,Chromatin organization,,-11,5.7,9.7,28160,274,436,24,5.5,1.1,1387|2033|3054|5929|7994|8289|8295|8364|8518|8850|11091|23067|23133|23326|29072|54815|55729|57459|57492|57634|80853|84159|196528|339287,CREBBP|EP300|HCFC1|RBBP5|KAT6A|ARID1A|TRRAP|H4C3|ELP1|KAT2B|WDR5|SETD1B|PHF8|USP22|SETD2|GATAD2A|ATF7IP|GATAD2B|ARID1B|EP400|KDM7A|ARID5B|ARID2|MSL1,-7.9
MyList,Reactome Gene Sets,6,R-HSA-3247509,Chromatin modifying enzymes,,-11,5.7,9.7,28160,274,436,24,5.5,1.1,1387|2033|3054|5929|7994|8289|8295|8364|8518|8850|11091|23067|23133|23326|29072|54815|55729|57459|57492|57634|80853|84159|196528|339287,CREBBP|EP300|HCFC1|RBBP5|KAT6A|ARID1A|TRRAP|H4C3|ELP1|KAT2B|WDR5|SETD1B|PHF8|USP22|SETD2|GATAD2A|ATF7IP|GATAD2B|ARID1B|EP400|KDM7A|ARID5B|ARID2|MSL1,-7.9
MyList,GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,19_GO:0002376 immune system process,-11,9.3,11,28160,111,436,16,3.7,0.9,639|864|865|3071|3123|3566|3570|3707|3718|5971|6774|8943|30009|64332|80149|149041,PRDM1|RUNX3|CBFB|NCKAP1L|HLA-DRB1|IL4R|IL6R|ITPKB|JAK3|RELB|STAT3|AP3D1|TBX21|NFKBIZ|ZC3H12A|RC3H1,-7.8
MyList,GO Biological Processes,19,GO:0046637,regulation of alpha-beta T cell differentiation,19_GO:0002376 immune system process,-10,12,12,28160,68,436,13,3,0.81,639|864|865|3071|3123|3566|3707|3718|8943|30009|64332|80149|149041,PRDM1|RUNX3|CBFB|NCKAP1L|HLA-DRB1|IL4R|ITPKB|JAK3|AP3D1|TBX21|NFKBIZ|ZC3H12A|RC3H1,-7.5
